(1, [10], 35.48736581802368) 
(1, [20], 19.401544904708864) 
(1, [30], 13.488059520721436) 
(1, [40], 9.921044921875) 
(1, [50], 7.857012367248535) 
(1, [60], 7.1205953598022464) 
(1, [70], 6.3070409297943115) 
(1, [80], 5.3974591255187985) 
(1, [90], 5.229161310195923) 
(1, [100], 5.007490634918213) 
(1, [110], 3.7978484630584717) 
(1, [120], 3.2874684810638426) 
(1, [130], 2.5758366107940676) 
(1, [140], 2.5977499961853026) 
(1, [150], 2.606303596496582) 
(1, [160], 2.1464025497436525) 
(1, [170], 1.9954877853393556) 
(1, [180], 2.1294886589050295) 
(1, [190], 2.0077356815338137) 
(1, [200], 2.1282962799072265) 
(1, [210], 2.214168977737427) 
(1, [220], 2.17230167388916) 
(1, [230], 1.8375747203826904) 
(1, [240], 2.239892578125) 
(1, [250], 1.8859342575073241) 
(1, [260], 2.1027348041534424) 
(1, [270], 2.4676836490631104) 
(1, [280], 1.9350650310516357) 
(1, [290], 3.5120223999023437) 
(1, [300], 2.2865971088409425) 
(1, [310], 2.3401236534118652) 
(1, [320], 2.2167789936065674) 
(1, [330], 1.6806760787963868) 
(1, [340], 4.434117650985717) 
(1, [350], 3.9479156970977782) 
(1, [360], 3.8255181312561035) 
(1, [370], 2.9397033214569093) 
(1, [380], 3.44585919380188) 
(1, [390], 2.895812463760376) 
(1, [400], 4.552696228027344) 
(1, [410], 2.6270713806152344) 
(1, [420], 5.842464733123779) 
(1, [430], 4.995190668106079) 
(1, [440], 5.846703767776489) 
(1, [450], 5.901243686676025) 
(1, [460], 6.106894779205322) 
(1, [470], 6.634479570388794) 
(1, [480], 5.578192901611328) 
(1, [490], 5.695458793640137) 
(1, [500], 6.056993246078491) 
(1, [510], 6.343156480789185) 
(1, [520], 5.754356956481933) 
(1, [530], 5.695980834960937) 
(1, [540], 5.625944328308106) 
(1, [550], 3.990029239654541) 
(1, [560], 6.999435615539551) 
(1, [570], 6.024146223068238) 
(1, [580], 5.1624831199646) 
(1, [590], 6.077317476272583) 
(1, [600], 7.031213331222534) 
(1, [610], 6.25694694519043) 
(1, [620], 5.119868516921997) 
(1, [630], 6.314540672302246) 
(1, [640], 4.74314136505127) 
(1, [650], 6.07307276725769) 
(1, [660], 6.604565572738648) 
(1, [670], 7.006585311889649) 
(1, [680], 6.156079435348511) 
(1, [690], 6.430704164505005) 
(1, [700], 6.8962994575500485) 
(1, [710], 6.634720420837402) 
(1, [720], 6.637706279754639) 
(1, [730], 5.833561420440674) 
(1, [740], 6.5134093284606935) 
(1, [750], 6.7086433410644535) 
(1, [760], 7.640756034851075) 
(1, [770], 7.018764781951904) 
(1, [780], 5.997503757476807) 
(1, [790], 5.324762153625488) 
(1, [800], 6.536401844024658) 
(1, [810], 7.280887079238892) 
(1, [820], 6.491776180267334) 
(1, [830], 6.70759949684143) 
(1, [840], 6.281911897659302) 
(1, [850], 6.929902648925781) 
(1, [860], 8.494594955444336) 
(1, [870], 6.3243492603302) 
(1, [880], 6.609238243103027) 
(1, [890], 7.130940914154053) 
(1, [900], 7.741511249542237) 
(1, [910], 7.474581003189087) 
(1, [920], 7.456527614593506) 
(1, [930], 6.612245750427246) 
(1, [940], 7.138801145553589) 
(1, [950], 5.197946977615357) 
(1, [960], 7.901089525222778) 
(1, [970], 6.901392412185669) 
(1, [980], 7.13489351272583) 
(1, [990], 7.12198805809021) 
